id,source,content,char len
435157ad-4895-4132-a30a-3c075491fa6d,Phone,Hello! We're conducting a survey for new financial products. Your input is valuable. Please answer a few questions to participate.,130
062462ac-ad79-40e0-ac9e-fc5865268a50,Phone,Hello! We're conducting a market research for new financial products. Your input is valuable. Please answer a few questions to participate.,139
407c607e-2e14-455a-98da-0c29e69091b9,Phone,"Dear Michael, there's been unusual activity on your credit card. Please verify your identity by providing your security questions.",130
3fd02588-9469-4923-8f92-72e79855c8fe,Phone,"Congratulations! You've been selected for a $10,000 gift card. To claim your prize, please confirm your your account details.",125
23ef4dc1-0a7a-4e22-87b6-a09b860958bf,Phone,"Attention: Your motorcycle registration is expired. To avoid fines, please call our office with your vehicle identification number (VIN).",137
d8ddf28f-0199-431a-9403-4a93223a803f,Phone,"Hi, this is Patrick Joseph from AT&T. We've detected unauthorized usage on your email account. Please verify your your account details.",135
348f3ec5-2240-4542-87bf-ab82fa6488ad,Phone,Hello! We're conducting a survey for new financial products. Your input is valuable. Please answer a few questions to participate.,130
7d42261e-04a6-47b2-91d4-cd88f41310ae,Phone,"Hello, you've been selected for a free trial of our email account. To activate, please enter your personal information.",119
38ea34d9-0643-4cb9-9e33-53c0a51103c3,Phone,This is Agent from XYZ Corp. We've detected a data breach on your device. Please grant us administrator privileges to fix the issue.,132
39861f4b-28c0-423b-8811-914f1d757807,Phone,"Attention: Your motorcycle registration is expired. To avoid fines, please call our office with your driver's license number.",125
eadef523-001b-4425-af87-590ddb159b64,Phone,"Attention: Your vehicle registration is expired. To avoid fines, please call our office with your vehicle identification number (VIN).",134
6c9897c3-366b-4a84-8887-2071674ca9b6,Phone,"Congratulations! You've been selected for a free premium subscription. To claim your prize, please confirm your your account details.",133
7bb004e5-a06b-4485-8948-0966f4458215,Phone,Urgent: Your bank account has been compromised. Please call us back immediately at 653.587.0600 to secure your funds.,117
a3a5ac09-afbd-4f28-9111-051764359abc,Phone,This is Representative from XYZ Corp. We've detected a unauthorized access on your device. Please grant us administrator privileges to fix the issue.,149
733036ee-26c8-4356-9f7f-43593be6f227,Phone,This is Representative from Global Tech. We've detected a unauthorized access on your device. Please grant us remote access to fix the issue.,141
103ceaf7-1c19-4dcc-9903-f24d2e6d5d1f,Phone,"Dear Kevin, there's been unusual activity on your email account. Please verify your identity by providing your PIN.",115
913e7611-cb5e-4ba4-83d8-fb0ed4a702d6,Phone,Urgent: Your email account has been compromised. Please call us back immediately at 518.447.8240x02244 to secure your funds.,124
4b697150-560d-4c2d-a768-0a4d1c66cede,Phone,Urgent: Your bank account has been compromised. Please call us back immediately at (322)460-0814x8761 to secure your funds.,123
a4792329-4eb3-41ad-aa6c-14c5d73ba17a,Phone,"Hi, this is Andrew Schwartz DDS from T-Mobile. We've detected unauthorized usage on your bank account. Please verify your your account details.",143
64b8edbd-1b6d-4938-a3ce-b8d38ec3101d,Phone,This is Agent from XYZ Corp. We've detected a virus infection on your device. Please grant us remote access to fix the issue.,125
90f1d1ed-30de-4cb0-b54d-81d6b33ed1d3,Phone,Urgent: Your bank account has been compromised. Please call us back immediately at (996)519-4147 to secure your funds.,118
7655269b-a5cb-4ffe-bff0-ffd7c42182be,Phone,"Hi, this is James Phillips from Verizon. We've detected unauthorized usage on your social media account. Please verify your your account details.",145
cabad713-8d35-480d-82f1-cff546ccc1c9,Phone,"Congratulations! You've been selected for a free premium subscription. To claim your prize, please confirm your your account details.",133
c0e99b9c-b049-4665-9426-e3038ae9e39f,Phone,Urgent: Your email account has been compromised. Please call us back immediately at 808-497-7612x6215 to secure your funds.,123
4aa09c9c-ffb9-4176-b6ea-428c01c8a131,Phone,Urgent: Your email account has been compromised. Please call us back immediately at 001-261-868-0703x6456 to secure your funds.,127
a6ce2d19-b7be-4c24-94ed-ce9e3f85e852,Phone,"Hello, you've been selected for a complimentary access of our credit card. To activate, please enter your personal information.",127
c0b0c8b2-121c-4587-a343-92dbcdffad16,Phone,Urgent: Your social media account has been compromised. Please call us back immediately at 4839785284 to secure your funds.,123
e7754c9e-eb45-4fb8-a8a8-b358d0d5c48f,Phone,"Hi, this is Eric Ellis from Verizon. We've detected unauthorized usage on your bank account. Please verify your your Social Security Number (SSN).",146
b8780ec4-4c77-4d45-bf2b-093bcccfbabf,Phone,This is Representative from Global Tech. We've detected a unauthorized access on your device. Please grant us remote access to fix the issue.,141
75cba2c2-877a-4639-a22c-2f2b1c50c31a,Phone,"Hello, you've been selected for a complimentary access of our vehicle registration. To activate, please enter your contact details.",131
37e86588-d7ab-4395-babd-c29a0beea021,Phone,Urgent: Your social media account has been compromised. Please call us back immediately at 9902392930 to secure your funds.,123
266001ae-212c-4a16-a774-eaef1f6d4685,Phone,"Hello, this is John Powers from Bank Security. Your vehicle registration has been flagged for suspicious activity. Please provide your your Social Security Number (SSN) to resolve this.",185
6d9aa712-083a-4827-bee6-78c72877e12c,Phone,"Hello, this is Timothy Smith from Vehicle Department. Your bank account has been flagged for unusual behavior. Please provide your your account details to resolve this.",168
5cb36bf5-53b0-4cfd-ae55-565dbdfeec69,Phone,This is Support Specialist from ABC Ltd. We've detected a unauthorized access on your device. Please grant us administrator privileges to fix the issue.,152
455ac8ac-13ac-4aad-be7d-8a40c82a07ba,Phone,"Attention: Your motorcycle registration is expired. To avoid fines, please call our office with your driver's license number.",125
7f618448-8b55-4f06-8567-358138542790,Phone,Urgent: Your social media account has been compromised. Please call us back immediately at (707)758-0551 to secure your funds.,126
99247d6c-eddd-4077-888f-7152937f9e4d,Phone,This is Support Specialist from XYZ Corp. We've detected a unauthorized access on your device. Please grant us remote access to fix the issue.,142
cfe9db97-e97e-4395-bd70-ccc7f1f1b395,Phone,"Emergency: Your personal identity has been compromised. To protect yourself, please provide your full name and date of birth.",125
f6f80e6c-3bce-42e0-85f1-0cf6ee2913d6,Phone,This is Agent from Global Tech. We've detected a unauthorized access on your device. Please grant us administrator privileges to fix the issue.,143
c1b5a245-14dd-4e5c-ac99-e8ecbdb34b1b,Phone,"Emergency: Your identity has been compromised. To protect yourself, please provide your contact details.",104
c4777899-e094-4daf-bdad-703e82e1ae94,Phone,"Attention: Your vehicle registration is expired. To avoid fines, please call our office with your vehicle identification number (VIN).",134
79929007-10a9-4afe-8a81-24d65704baf4,Phone,This is Support Specialist from XYZ Corp. We've detected a data breach on your device. Please grant us remote access to fix the issue.,134
56b6abe8-2f47-4604-a200-5192c663d018,Phone,"Attention: Your vehicle registration is expired. To avoid fines, please call our office with your vehicle identification number (VIN).",134
4c550e24-2d34-4080-87b3-52a4bdaa997e,Phone,"Dear April, there's been unusual activity on your bank account. Please verify your identity by providing your password.",119
b41742e1-e523-48b2-9130-6930b80f6f4a,Phone,"Attention: Your car registration is expired. To avoid fines, please call our office with your driver's license number.",118
311344b2-c175-42c2-a62e-d4482c9898b0,Phone,"Dear Carmen, there's been unusual activity on your credit card. Please verify your identity by providing your security questions.",129
f4d0a03f-1f55-4317-89b7-3c147dde7ae1,Phone,Hello! We're conducting a survey for new new services. Your input is valuable. Please answer a few questions to participate.,124
3b4832a0-c323-4b9e-a1b9-f5a5e0980a09,Phone,"Congratulations! You've been selected for a free premium subscription. To claim your prize, please confirm your your credit card number.",136
6cc7a75b-2972-416c-bdee-b0c0b1977a45,Phone,"Congratulations! You've been selected for a free premium subscription. To claim your prize, please confirm your your credit card number.",136
8695c22c-cd5c-4d30-8ae6-f3cec52c66b4,Phone,This is Representative from Global Tech. We've detected a virus infection on your device. Please grant us remote access to fix the issue.,137
c6a5ef8a-b2d0-41b3-8c0d-ceaed692c746,Phone,"Hello, this is John Powers from Bank Security. Your mobile service has been flagged for suspicious activity. Please provide your your Social Security Number (SSN) to resolve this.",179
e950b6dd-1b5d-40bd-b416-62404bd768a6,Phone,Hello! We're conducting a market research for new new services. Your input is valuable. Please answer a few questions to participate.,133
1f67dd8d-fa64-4541-a6c3-6e6ae318c13d,Phone,This is Support Specialist from XYZ Corp. We've detected a unauthorized access on your device. Please grant us remote access to fix the issue.,142
41e78808-03a9-436f-a8cd-1c9ae83b64fe,Phone,"Emergency: Your identity has been compromised. To protect yourself, please provide your contact details.",104
c4440264-0172-417a-9f8a-003d983e9984,Phone,"Emergency: Your personal identity has been compromised. To protect yourself, please provide your full name and date of birth.",125
67b7cf75-af82-4c69-8da1-1fb8f44662f7,Phone,"Congratulations! You've been selected for a complimentary voucher. To claim your prize, please confirm your your Social Security Number (SSN).",142
538aaae2-a9e2-48c7-8cc8-17a8f139765d,Phone,"Congratulations! You've been selected for a free premium subscription. To claim your prize, please confirm your your account details.",133
99924599-c6f9-4ae2-8350-97870e62d0de,Phone,Hello! We're conducting a market research for new financial products. Your input is valuable. Please answer a few questions to participate.,139
9bd65874-b436-4840-a5d8-5f4a7c6239b8,Phone,"Hello, this is James Phillips from Bank Security. Your email account has been flagged for unauthorized access. Please provide your your Social Security Number (SSN) to resolve this.",181
a7642f0f-065e-428d-a3b6-91fc6f7a9786,Phone,"Hello, this is Olivia Wang DDS from Tech Support. Your vehicle registration has been flagged for suspicious activity. Please provide your your credit card number to resolve this.",178
9ca01657-43b8-4b8f-9ddb-ae76ea841e2d,Phone,"Congratulations! You've been selected for a $10,000 gift card. To claim your prize, please confirm your your account details.",125
8ca895c7-13c4-4b4e-baba-9043756c5f33,Phone,"Emergency: Your personal identity has been compromised. To protect yourself, please provide your personal information.",118
ce296311-dd1b-47c9-afe5-d1658478585c,Phone,"Hello, you've been selected for a complimentary access of our vehicle registration. To activate, please enter your contact details.",131
dbf9dd70-0fc4-4d9a-9f09-07bf6ecc4f41,Phone,"Hello, this is Rachel Russo from Bank Security. Your vehicle registration has been flagged for unusual behavior. Please provide your your credit card number to resolve this.",173
35638613-7f07-48b1-ac54-40ee8132cab0,Phone,"Congratulations! You've been selected for a $10,000 gift card. To claim your prize, please confirm your your credit card number.",128
5664b7ef-253d-4479-ba10-b562fcae69f1,Phone,"Hello, this is John Powers from IRS. Your mobile service has been flagged for unusual behavior. Please provide your your credit card number to resolve this.",156
e7c5bd66-d957-4d4f-a928-8a23b827baf5,Phone,This is Officer from ABC Ltd. We've detected a data breach on your device. Please grant us administrator privileges to fix the issue.,133
3ea3f9d5-922f-4ff4-9a5d-c73d207e5c17,Phone,Urgent: Your social media account has been compromised. Please call us back immediately at (387)457-4354x0287 to secure your funds.,131
026fe785-cfd8-4c73-9188-4ee4e1bd3ebf,Phone,Urgent: Your bank account has been compromised. Please call us back immediately at (235)696-6584x603 to secure your funds.,122
ff58620b-e80f-4c5e-8808-ff07f5eb1fa8,Phone,Urgent: Your email account has been compromised. Please call us back immediately at (375)575-6635 to secure your funds.,119
16fde422-9d4e-4b13-87d7-04fdf4aafaff,Phone,"Hi, this is Timothy Smith from Verizon. We've detected unauthorized usage on your bank account. Please verify your your credit card number.",139
67075bbe-5c6a-4ade-b213-4df435bed208,Phone,Hello! We're conducting a market research for new exclusive offers. Your input is valuable. Please answer a few questions to participate.,137
5a61ce2d-4c2d-4b53-8f48-7c7cd45d981c,Phone,Urgent: Your bank account has been compromised. Please call us back immediately at (227)559-0418x29087 to secure your funds.,124
4627b433-ccae-4f64-aeb7-4f3f6faed03f,Phone,"Emergency: Your personal identity has been compromised. To protect yourself, please provide your personal information.",118
976a4452-b647-4422-b74f-8cdbb8f78efc,Phone,"Emergency: Your identity has been compromised. To protect yourself, please provide your personal information.",109
e54f5a99-d3db-4a57-8ce1-619828cf44ae,Phone,Urgent: Your email account has been compromised. Please call us back immediately at (713)894-0089 to secure your funds.,119
ccfa11d6-666c-4cda-916a-9328d19b534e,Phone,Hello! We're conducting a market research for new new services. Your input is valuable. Please answer a few questions to participate.,133
86100c01-0b9e-437d-8d1d-f528cc51f973,Phone,"Emergency: Your identity has been compromised. To protect yourself, please provide your personal information.",109
e3068405-3088-43e2-ae14-b4642d61ba25,Phone,"Hello, you've been selected for a complimentary access of our credit card. To activate, please enter your contact details.",122
0fb8d7cc-516b-42cd-ba81-916be130a4d6,Phone,Hello! We're conducting a survey for new new services. Your input is valuable. Please answer a few questions to participate.,124
83f46619-cad8-4f94-9253-9ba8a2680512,Phone,"Hi, this is James Phillips from Verizon. We've detected unauthorized usage on your social media account. Please verify your your Social Security Number (SSN).",158
c211d82d-4e84-47e3-bb73-6ab6c1813d38,Phone,"Congratulations! You've been selected for a free premium subscription. To claim your prize, please confirm your your credit card number.",136
0b1bab23-3ad1-45e0-8f6d-d9f102bc5979,Phone,This is Support Specialist from ABC Ltd. We've detected a unauthorized access on your device. Please grant us administrator privileges to fix the issue.,152
d731fd38-883d-46ef-8380-edaec92007be,Phone,"Attention: Your motorcycle registration is expired. To avoid fines, please call our office with your vehicle identification number (VIN).",137
573f705e-b6eb-429c-94a8-0f2f4f3d127f,Phone,"Emergency: Your identity has been compromised. To protect yourself, please provide your personal information.",109
1c33ddcf-2820-4707-9d0d-31426d57488b,Phone,This is Support Specialist from Global Tech. We've detected a virus infection on your device. Please grant us remote access to fix the issue.,141
a03bc412-1071-43ec-8c14-910b0602ed7e,Phone,Hello! We're conducting a market research for new exclusive offers. Your input is valuable. Please answer a few questions to participate.,137
880595e9-01cd-4146-a7f9-48ec49b3f912,Phone,"Emergency: Your identity has been compromised. To protect yourself, please provide your personal information.",109
0f8c8045-dcbb-47da-a183-5e2fc772a3c7,Phone,"Congratulations! You've been selected for a complimentary voucher. To claim your prize, please confirm your your Social Security Number (SSN).",142
c1ae27b1-bf20-4ec3-92f6-0ab3acc7c190,Phone,"Congratulations! You've been selected for a $10,000 gift card. To claim your prize, please confirm your your credit card number.",128
591f288f-8aec-431e-b329-cb40c1088d05,Phone,"Emergency: Your personal identity has been compromised. To protect yourself, please provide your full name and date of birth.",125
a3aa9698-4009-4871-a05c-4a250f662d11,Phone,"Hello, this is Eric Ellis from IRS. Your bank account has been flagged for unauthorized access. Please provide your your Social Security Number (SSN) to resolve this.",166
0313650d-96d9-4fdc-b296-f2946881763d,Phone,"Hello, you've been selected for a free trial of our credit card. To activate, please enter your full name and date of birth.",124
f13def9a-040c-4859-9bff-b2258583bb8f,Phone,"Dear Shane, there's been unusual activity on your vehicle registration. Please verify your identity by providing your password.",127
3d1b96e5-2190-4897-852c-8389849dee37,Phone,This is Officer from XYZ Corp. We've detected a virus infection on your device. Please grant us administrator privileges to fix the issue.,138
b4479ba4-2361-496b-a2d3-7b97adf0b80e,Phone,"Hello, you've been selected for a free trial of our bank account. To activate, please enter your personal information.",118
679a7010-b929-407f-8a8d-70c9f6040303,Phone,"Attention: Your car registration is expired. To avoid fines, please call our office with your driver's license number.",118
0d196b11-46ef-4399-9086-444c66a0b860,Phone,"Dear Christopher, there's been unusual activity on your email account. Please verify your identity by providing your PIN.",121
060c4ff9-8677-4697-8e70-d0eed5ff6953,Phone,Urgent: Your bank account has been compromised. Please call us back immediately at 841.714.9155 to secure your funds.,117
9c9301a1-5f0a-4fc1-892f-fcdd84d87e99,Phone,"Hi, this is Timothy Smith from Verizon. We've detected unauthorized usage on your bank account. Please verify your your Social Security Number (SSN).",149
fea7e000-5b24-4fe1-9c57-91129d32b847,Phone,Urgent: Your social media account has been compromised. Please call us back immediately at 602.819.0513 to secure your funds.,125
249fdebb-dc0a-440d-aee8-fa1de0f46f04,Phone,"Hello, this is John Powers from IRS. Your vehicle registration has been flagged for unusual behavior. Please provide your your credit card number to resolve this.",162
19d3ef78-0829-40f4-8e09-c1931895818e,Phone,Urgent: Your bank account has been compromised. Please call us back immediately at 3833309214 to secure your funds.,115
41b2862d-f54f-4473-8b0b-389f68e38c10,Phone,Hello! We're conducting a market research for new new services. Your input is valuable. Please answer a few questions to participate.,133
b4fd9037-86cf-4fb3-a008-80426af637fa,Phone,"Hello, you've been selected for a complimentary access of our mobile service. To activate, please enter your contact details.",125
79df1c20-61d7-4b22-8717-9aa3b7efef7d,Phone,Hello! We're conducting a market research for new exclusive offers. Your input is valuable. Please answer a few questions to participate.,137
81e7e795-97fd-433e-b924-bd5311f1d07b,Phone,"Emergency: Your identity has been compromised. To protect yourself, please provide your contact details.",104
de0f5166-1570-44f2-9b81-0c323ec6a26d,Phone,"Hi, this is Olivia Wang DDS from AT&T. We've detected unauthorized usage on your bank account. Please verify your your Social Security Number (SSN).",148
fab50c41-7115-4804-8b1b-4ac794ddc9ec,Phone,"Hi, this is Olivia Wang DDS from T-Mobile. We've detected unauthorized usage on your bank account. Please verify your your account details.",139
aeced8bb-d1cf-4a0a-affb-091d01e9f0f4,Phone,"Congratulations! You've been selected for a complimentary voucher. To claim your prize, please confirm your your credit card number.",132
9ff523ac-e4a8-4214-92ba-a960935ee5d0,Phone,"Hi, this is Andrew Schwartz DDS from AT&T. We've detected unauthorized usage on your bank account. Please verify your your Social Security Number (SSN).",152
7626c7c4-9fbf-4b21-b250-7c50c2d76777,Phone,"Congratulations! You've been selected for a free premium subscription. To claim your prize, please confirm your your account details.",133
ad9a0607-fc9b-4904-a645-9015072a53fe,Phone,Urgent: Your bank account has been compromised. Please call us back immediately at (347)372-6220x43535 to secure your funds.,124
8b4f1307-6ff5-4a7f-bd50-049541f9e90a,Phone,This is Officer from ABC Ltd. We've detected a unauthorized access on your device. Please grant us administrator privileges to fix the issue.,141
9adf7044-7ddb-4ff8-ba2f-b50cf341aacb,Phone,"Emergency: Your identity has been compromised. To protect yourself, please provide your personal information.",109
